INT_KEY,X,Y,INTERSECTION_NAME,COUNT_COLLISIONS,COUNT_RELATED_STREETS,AVG_PVMT_CONDITION,AVG_SPEEDLIMIT,SIGNAL_TYPE,TRAFFIC_CIRCLE_EXISTS,ARTERIAL_CLASSIFICATION,COUNT_STOPSIGNS,COUNT_YEILDSIGNS,LIGHTPOLE_COUNT,LIGHTPOLE_AVG_HEIGHT,INTERSECTION_SUBAREA
25151,-122.380352816,47.668673201,BARNES AVE NW AND NW MARKET ST,3,3,29.333333333,23.333333333,HALFPED,False,2,1,0,2,30,BLRD
35629,-122.357600179,47.724152632,PALATINE AVE N AND DEAD END 2,0,1,50,20,NONE,False,0,0,0,0,0,NW
33509,-122.272647173,47.551151804,48TH AVE S AND S ORCAS ST,13,4,38.5,22.5,NONE,False,2,2,0,1,55,SE
37061,-122.393672486,47.694181372,29TH AVE NW AND DEAD END,0,1,78,20,NONE,False,0,0,0,1,45,BLRD
32188,-122.344481974,47.565776019,S NEVADA ST AND DEAD END 2,0,1,82,20,NONE,False,0,0,0,0,0,GRDWM
24150,-122.366008628,47.683996540,8TH AVE NW AND NW 76TH ST,0,3,72,23.333333333,NONE,False,2,1,0,1,55,NW
29479,-122.2869052,47.620138261,36TH AVE E AND E JOHN ST,0,4,31.5,20,NONE,False,0,0,0,1,20,CNTRL
25132,-122.387587369,47.670916205,24TH AVE NW AND NW 58TH ST,15,4,39.75,22.5,NONE,False,2,2,0,1,50,BLRD
33842,-122.392562073,47.545847794,47TH AVE SW AND SW EDDY ST,0,3,46,20,NONE,False,0,0,0,1,47,SW
32130,-122.373637906,47.567805326,FAUNTLEROY WAY SW AND SW ANDOVER ST,0,3,46,20,NONE,False,0,0,0,0,0,SW
338228,-122.267040808,47.495552091,S 120TH ST AND DEAD END,0,1,0,20,NONE,False,0,0,0,1,50,SE
32282,-122.32265522,47.567196541,AIRPORT WAY S AND S DAKOTA ST,6,4,61.75,25,NONE,False,1,2,0,0,0,GRDWM
32726,-122.282780818,47.562846805,CASCADIA AVE S AND S OREGON ST,0,4,60,20,NONE,False,0,0,0,1,50,SE
35388,-122.283714353,47.516971785,39TH AVE S AND S ROXBURY ST,0,3,83,20,NONE,False,0,1,0,1,45,GRDWM
38186,-122.252400471,47.514751633,RAINIER AVE S AND S NORFOLK ST,3,2,65,25,NONE,False,1,0,0,1,55,SE
25195,-122.390135452,47.675267472,26TH AVE NW AND NW 64TH ST,0,4,26.5,20,NONE,False,0,0,0,0,0,BLRD
23840,-122.403335773,47.678202729,35TH PL NW AND NW 68TH ST,0,3,44.333333333,20,NONE,False,0,0,0,1,45,BLRD
32272,-122.313413948,47.571062094,15TH AVE S AND SPOKANE TURN RD,1,2,55,25,NONE,False,2,0,0,1,40,GRDWM
34375,-122.30988689,47.546004469,18TH AVE S AND DEAD END 2,0,1,0,20,NONE,False,0,0,0,0,0,GRDWM
27997,-122.366715367,47.63595431,W HOWE ST AND DEAD END 1,0,1,0,20,NONE,False,0,0,0,1,29,MGNL-QA
30605,-122.293800644,47.599186988,30TH AVE S AND S JACKSON ST,5,4,50.75,22.5,NONE,False,3,2,0,2,50,CNTRL
30544,-122.323763631,47.595833305,7TH AVE S AND S DEARBORN ST,31,4,64,23.75,CITY,False,1,0,0,1,35,DWNTN
24189,-122.369382047,47.679546755,10TH AVE NW AND NW 70TH E ST,0,1,77,20,NONE,False,0,0,0,1,80,BLRD
36908,-122.385290674,47.701173731,23RD AVE NW AND NW 99TH ST,2,4,33.75,20,NONE,False,0,0,0,0,0,BLRD
35782,-122.353024612,47.732314277,DAYTON AVE N AND N 143RD ST,0,3,75.666666667,20,NONE,False,0,0,0,1,50,NW
28223,-122.323461334,47.639726537,BOYLSTON AVE E AND E LYNN ST,25,3,49,25,CITY,False,2,0,0,1,45,LKUN
31470,-122.294151808,47.580964935,30TH AVE S AND S BAYVIEW ST,0,4,65.25,20,NONE,True,0,0,0,1,55,SE
28792,-122.334267822,47.620839252,FAIRVIEW AVE N AND THOMAS ST,18,4,33.75,22.5,CITY,False,1,0,0,3,41,LKUN
26174,-122.274691294,47.663088671,49TH AVE NE AND NE 47TH ST,0,3,90.333333333,20,NONE,False,0,0,0,1,45,NE
33246,-122.301632698,47.554946357,24TH AVE S AND S BENNETT ST,0,4,65,20,NONE,False,0,0,0,1,30,GRDWM
33603,-122.283475444,47.55269824,39TH AVE S AND S LUCILE ST,0,4,82.25,20,NONE,True,0,0,0,1,55,SE
28710,-122.342281389,47.632300087,DEXTER AVE N AND GALER ST,13,3,57,23.333333333,NONE,False,2,1,0,1,40,MGNL-QA
28480,-122.277087857,47.639103491,43RD AVE E AND E LYNN ST,1,3,69,23.333333333,NONE,False,3,0,0,1,19,E
24253,-122.341020076,47.68374807,KEEN WAY N AND N 76TH ST,0,3,81.666666667,20,NONE,False,0,0,0,1,50,NW
30637,-122.301173455,47.596786178,24TH AVE S AND S LANE N ST,2,2,58,20,NONE,False,0,0,0,1,55,CNTRL
26903,-122.336338161,47.649195659,WALLINGFORD AVE N AND N 35TH ST,17,4,40.25,23.75,NONE,False,3,2,0,1,50,LKUN
31503,-122.298266315,47.575081842,27TH AVE S AND S HANFORD ST,0,3,16.333333333,20,NONE,False,0,0,0,0,0,GRDWM
27938,-122.370329025,47.637759517,10TH AVE W AND W CROCKETT ST,1,4,43.25,22.5,NONE,False,3,2,0,1,50,MGNL-QA
24220,-122.340468652,47.688730835,INTERLAKE AVE N AND N 82ND ST,8,4,85.5,20,NONE,False,0,0,0,1,47,NW
30446,-122.322455209,47.596670112,8TH AVE S AND S LANE ST,6,4,62.75,20,NONE,False,0,1,0,2,41,DWNTN
37144,-122.35939762,47.697848625,2ND AVE NW AND NW 95TH ST,4,4,88.25,20,NONE,False,0,0,0,1,75,NW
25006,-122.263618851,47.679365626,SAND POINT WAY NE AND NE 70TH ST,22,3,79.333333333,28.333333333,CITY,False,2,0,0,1,35,NE
25561,-122.340646935,47.662865836,INTERLAKE AVE N AND N 47TH ST,3,4,59.5,20,NONE,False,0,2,0,1,50,LKUN
26799,-122.344567321,47.660618173,WOODLAND PARK AVE N AND N ALLEN PL,1,4,55.5,20,NONE,False,0,0,0,1,50,LKUN
37085,-122.391942453,47.690572798,EARL AVE NW AND NW 85TH ST,1,3,69.333333333,23.333333333,NONE,False,2,1,0,1,50,BLRD
25168,-122.382133585,47.665505508,20TH AVE NW AND BALLARD AVE NW,4,4,13.75,20,NONE,False,0,2,0,2,51,BLRD
28543,-122.395306773,47.631277983,W MARINA PL AND W MARINA PARKING PL,0,2,29,20,NONE,False,0,0,0,0,0,MGNL-QA
32998,-122.372310903,47.550122791,31ST AVE SW AND SW JUNEAU ST,1,4,57.5,20,NONE,False,0,0,0,2,39.5,DLRD
31258,-122.318603173,47.584067492,11TH AVE S AND DEAD END S,0,1,0,20,NONE,False,0,0,0,0,0,GRDWM
32530,-122.303379145,47.573088483,23RD AVE S AND S HINDS ST,10,4,73.5,22.5,NONE,False,2,2,0,1,50,GRDWM
28689,-122.373169016,47.630289574,ELLIOTT AVE W AND W LEE ST,20,4,60.5,22.5,NONE,False,1,2,0,1,65,MGNL-QA
25959,-122.300911421,47.664407244,25TH AVE NE AND NE 49TH ST,18,3,23.333333333,23.333333333,NONE,False,1,1,0,1,60,NE
30297,-122.284726585,47.608666376,38TH AVE AND NORWOOD PL,0,3,29.333333333,20,NONE,False,0,0,0,1,45,CNTRL
38086,-122.375276523,47.513723817,34TH AVE SW AND SW 100TH ST,6,4,79.5,20,NONE,False,0,0,0,1,47,SW
24925,-122.284144591,47.683041914,41ST AVE NE AND NE 75TH ST,0,3,77.333333333,23.333333333,NONE,False,3,1,0,1,55,NE
24750,-122.301880103,47.684861133,24TH AVE NE AND NE 77TH ST,0,4,79.75,20,NONE,True,0,0,0,1,55,NE
35161,-122.325600947,47.52562348,7TH AVE S AND S DONOVAN ST,1,4,39.5,22.5,NONE,False,3,2,0,1,55,GRDWM
37626,-122.298845756,47.700244720,27TH AVE NE AND NE 98TH ST,1,3,65.333333333,20,NONE,False,0,0,0,1,50,N
31861,-122.383580693,47.570181738,WALNUT AVE SW AND SW CHARLESTOWN ST,0,3,60.333333333,20,NONE,False,0,0,0,1,50,SW
30682,-122.301290614,47.591665567,24TH AVE S AND S WADSWORTH PL,0,3,83,20,NONE,False,0,0,0,1,50,CNTRL
25872,-122.329062105,47.66500854,EASTERN AVE N AND N 50TH ST,2,3,50.333333333,23.333333333,NONE,False,1,1,0,1,50,LKUN
33184,-122.330952207,47.551084722,3RD AVE S AND S MEAD ST,0,3,20,20,NONE,False,0,0,0,1,50,GRDWM
36350,-122.344743323,47.708042738,AURORA AVE N AND N 109TH ST,13,3,21.666666667,28.333333333,NONE,False,1,1,0,2,50,NW
31418,-122.301619113,47.586320222,24TH AVE S AND S HOLGATE ST,10,4,39,20,NONE,False,0,0,0,1,50,SE
26381,-122.407893683,47.65044865,40TH AVE W AND W BERTONA ST,0,3,73,20,NONE,False,0,0,0,1,50,MGNL-QA
35673,-122.366354351,47.723289043,8TH AVE NW AND NW 130TH ST,6,4,66.5,20,NONE,False,0,0,2,1,20,NW
37829,-122.279981225,47.692950634,45TH AVE NE AND PAISLEY DR NE,0,2,40,20,NONE,False,0,0,0,1,50,NE
35157,-122.331872003,47.527666785,OCCIDENTAL AVE S AND S SULLIVAN ST,1,2,9.5,25,NONE,False,3,0,0,1,40,GRDWM
28951,-122.320209349,47.630489773,10TH AVE E AND E HIGHLAND DR,11,4,36,22.5,NONE,False,2,2,0,1,50,E
33160,-122.325399318,47.554115918,MAYNARD AVE S AND S BRANDON ST,2,4,39,20,NONE,False,0,0,0,1,47,GRDWM
29134,-122.332999876,47.623116005,MINOR AVE N AND REPUBLICAN ST,22,4,17.5,22.5,NONE,False,2,2,0,2,527,LKUN
38128,-122.37221867,47.503970473,31ST AVE SW AND SW 111TH ST,0,3,93.666666667,20,NONE,False,0,0,0,1,45,SW
26953,-122.353332683,47.658960166,FRANCIS AVE N AND N 43RD ST,1,4,33.25,22.5,NONE,False,3,2,0,1,45,LKUN
34517,-122.289688049,47.545797908,S EDDY CT AND DEAD END,0,1,75,20,NONE,False,0,0,0,0,0,GRDWM
28287,-122.325879124,47.645623777,EASTLAKE AVE E AND E HAMLIN ST,14,4,18.25,22.5,CITY,False,1,0,0,2,44,LKUN
28474,-122.307266842,47.639267695,19TH AVE E AND DEAD END 2,0,1,23,20,NONE,False,0,0,0,0,0,NE
28601,-122.360604741,47.627733206,3RD AVE W AND W KINNEAR PL,1,4,63.5,20,NONE,False,0,2,0,1,19,MGNL-QA
34820,-122.391776262,47.519743312,46TH AVE SW AND SW BRACE POINT DR,1,4,43,20,NONE,False,0,0,0,1,35,SW
28736,-122.342334386,47.626261483,DEXTER AVE N AND VALLEY ST,21,4,63.5,23.75,CITY,False,2,1,0,2,47.5,MGNL-QA
23850,-122.404611049,47.677465526,37TH AVE NW AND DEAD END 3,0,2,64.5,20,NONE,False,0,0,0,0,0,BLRD
33207,-122.294234239,47.560108497,MCCOY PL S AND DEAD END,0,1,0,20,NONE,False,0,0,0,0,0,GRDWM
34685,-122.376636727,47.528285183,35TH AVE SW AND SW THISTLE ST,38,4,43.5,25,CITY,False,1,0,0,2,39,SW
32544,-122.311956169,47.571962878,S SPOKANE NR ST AND DEAD END,0,1,47,20,NONE,False,0,0,0,0,0,GRDWM
29420,-122.281343339,47.629749815,MCGILVRA BLVD E AND E HIGHLAND DR,1,3,54.666666667,23.333333333,NONE,False,3,1,0,1,30,E
35903,-122.317680376,47.7195837,NE 125TH ST AND NE 125TH SR ST,3,1,90,25,NONE,False,1,1,0,2,35,N-NW
30259,-122.282294814,47.614684935,40TH AVE AND DEAD END,0,1,24,20,NONE,False,0,0,0,0,0,CNTRL
37146,-122.362038018,47.69785512,4TH AVE NW AND NW 95TH ST,1,4,91.25,20,NONE,True,0,0,0,1,70,NW
25476,-122.335066022,47.673013842,KIRKWOOD PL N AND WOODLAWN AVE N,2,4,85,20,NONE,False,0,0,0,1,50,LKUN-NW
37963,-122.38479077,47.516561318,41ST AVE SW AND SW 97TH ST,0,3,100,20,NONE,False,0,0,0,1,47,SW
29179,-122.324504954,47.617745957,BELMONT AVE AND E HOWELL ST,1,3,33,20,NONE,False,0,0,0,1,50,E
28415,-122.312582624,47.641193306,15TH AVE E AND DEAD END,0,1,0,20,NONE,False,0,0,0,0,0,NE
34945,-122.371292184,47.522856170,30TH AVE SW AND SW HENDERSON ST,0,4,71,20,NONE,True,0,0,0,1,40,DLRD
32207,-122.344477529,47.571557225,S SPOKANE ST AND SW SPOKANE ST,2,2,88,25,NONE,False,2,0,0,1,999,GRDWM
38098,-122.372500594,47.511078155,32ND AVE SW AND SW 103RD ST,0,2,88.5,20,NONE,False,0,0,0,0,0,SW
567320,-122.417457658,47.660685765,DISCOVERY PARK BLVD AND NEBRASKA ST,0,2,0,20,NONE,False,0,0,0,1,47,MGNL-QA
23901,-122.383240134,47.683197528,21ST AVE NW AND NW 75TH ST,0,3,81.333333333,20,NONE,False,0,0,0,1,45,BLRD
24795,-122.310857861,47.675782481,16TH AVE NE AND NE 65TH ST,7,4,65.75,22.5,NONE,False,2,2,0,1,50,NE
25131,-122.387587245,47.671645217,24TH AVE NW AND NW 59TH ST,16,4,17.5,22.5,NONE,False,2,2,0,2,42.5,BLRD
28240,-122.32240956,47.638385901,HARVARD AVE E AND E BOSTON ST,3,3,23.333333333,20,NONE,False,0,0,0,1,20,E
32693,-122.291656473,47.567908098,S ANDOVER ST AND LEXINGTON PL S,0,1,0,20,NONE,False,0,0,0,1,47,SE
28812,-122.344959327,47.624721561,6TH AVE N AND DEAD END 1,0,1,97,20,NONE,False,0,0,0,0,0,MGNL-QA
25351,-122.360797282,47.664336208,3RD AVE NW AND NW 49TH ST,21,4,50.5,22.5,NONE,False,3,2,0,1,50,LKUN-BLRD
36600,-122.293906878,47.719271175,32ND AVE NE AND NE 125TH ST,21,3,90.333333333,23.333333333,NONE,False,1,1,0,0,0,N
27651,-122.390285828,47.642313089,26TH AVE W AND W HALLADAY ST,2,4,35.5,20,NONE,False,0,0,0,1,47,MGNL-QA
29462,-122.287146929,47.622520253,36TH AVE E AND E HARRISON ST,1,3,15.333333333,20,NONE,False,0,0,0,1,20,CNTRL
36977,-122.385416675,47.690582262,23RD AVE NW AND NW 85TH ST,11,4,70,22.5,NONE,False,2,3,0,1,50,BLRD
37031,-122.394264317,47.696780792,NW 93RD ST AND DEAD END 1,0,1,70,20,NONE,False,0,0,0,1,47,BLRD
24174,-122.36727549,47.68144392,DIBBLE AVE NW AND NW 73RD ST,5,4,69.5,20,NONE,True,0,0,0,1,35,BLRD
33129,-122.316112736,47.547057554,13TH AVE S AND S ANGELO ST,5,3,66.333333333,23.333333333,NONE,False,3,1,0,1,40,GRDWM
35590,-122.366382065,47.732161221,HILL TOP LN NW AND NW CULBERTSON DR,0,2,49,20,NONE,False,0,0,0,1,14,NW
38317,-122.261258885,47.508228385,57TH AVE S AND S PRENTICE ST,1,4,58,20,NONE,False,0,0,0,1,45,SE
27423,-122.284991387,47.657390822,40TH AVE NE AND NE 40TH ST,0,2,66.5,20,NONE,False,0,0,0,0,0,NE
34697,-122.376636362,47.526469101,35TH AVE SW AND SW CLOVERDALE N ST,3,2,7,25,NONE,False,1,1,0,0,0,SW
31724,-122.406797173,47.572748628,58TH AVE SW AND DEAD END 3,0,1,0,20,NONE,False,0,0,0,0,0,SW
24919,-122.2807844,47.682270938,44TH AVE NE AND NE 74TH ST,0,3,3.666666667,20,NONE,False,0,0,0,1,30,NE
32958,-122.36298784,47.551917773,DELRIDGE WAY SW AND SW FINDLAY ST,13,4,60,22.5,NONE,False,1,2,0,2,47.5,DLRD
38475,-122.298547058,47.592945715,S NORMAN ST AND DEAD END 1,0,1,83,20,NONE,False,0,0,0,0,0,CNTRL
567322,-122.430716395,47.660573759,DISCOVERY PARK BLVD AND WEST POINT AVE W,0,1,0,20,NONE,False,0,0,0,0,0,MGNL-QA
163017,-122.312938172,47.556731646,S PEARL ST AND S PEARL NR ST,0,2,90,20,NONE,False,0,0,0,1,50,GRDWM
567279,-122.414677362,47.660798702,DISCOVERY PARK BLVD AND IDAHO AVE,0,2,0,20,NONE,False,0,0,0,0,0,MGNL-QA
158991,-122.264711833,47.688142183,62ND AVE NE AND DEAD END,0,1,0,20,NONE,False,0,0,0,0,0,NE
33252,-122.299357803,47.553648694,26TH AVE S AND S BRANDON ST,1,2,83.5,20,NONE,False,0,0,2,1,45,GRDWM
27218,-122.325662118,47.657693216,LATONA AVE NE AND NE 42ND W ST,2,1,81,25,NONE,False,3,1,0,1,45,LKUN
25314,-122.364018631,47.668650822,6TH AVE NW AND NW MARKET W ST,1,1,52,20,NONE,False,1,1,0,2,44,BLRD-NW
32340,-122.334193717,47.571392575,1ST AVE S AND S SPOKANE SR ST,117,2,81,30,CITY,False,1,0,0,1,999,GRDWM
28906,-122.351461348,47.627835806,3RD AVE N AND DEAD END 1,0,1,62,20,NONE,False,0,0,0,1,70,MGNL-QA
36858,-122.285476209,47.704719981,40TH AVE NE AND NE 105TH ST,0,3,68.666666667,20,NONE,False,0,0,0,1,50,N
27161,-122.320758495,47.648709535,BROADWAY E AND E ALLISON ST,1,3,57.333333333,20,NONE,False,0,0,0,1,45,NE
27351,-122.279385849,47.657673797,45TH AVE NE AND NE 40TH ST,0,3,63.666666667,20,NONE,False,0,0,0,1,19,NE
31694,-122.40681372,47.572248076,58TH AVE SW AND SW SPOKANE E ST,0,1,0,20,NONE,False,0,0,0,0,0,SW
35497,-122.28615096,47.602325065,ERIE AVE AND LAKE WASHINGTON BLVD,2,4,31.5,20,NONE,False,0,2,0,1,50,CNTRL
23930,-122.382140038,47.679078886,20TH AVE NW AND NW SLOOP PL,0,3,50.666666667,20,NONE,False,0,0,0,1,47,BLRD
32674,-122.28685159,47.571583540,S SPOKANE ST AND DEAD END 2,0,1,70,20,NONE,False,0,0,0,1,50,SE
30273,-122.2847236,47.611510926,38TH AVE AND E SPRING E ST,0,1,0,20,NONE,False,0,0,0,1,50,CNTRL
28555,-122.363708096,47.632327288,5TH AVE W AND W GALER W ST,0,1,65,20,NONE,False,3,1,0,1,50,MGNL-QA
36070,-122.29772821,47.72251262,28TH AVE NE AND DEAD END 3,0,1,90,20,NONE,False,0,0,0,0,0,N
24987,-122.265907577,47.684693512,58TH AVE NE AND NE 77TH W ST,1,1,29,20,NONE,False,0,0,0,1,19,NE
35422,-122.264946106,47.528512699,54TH AVE S AND S GRATTAN E ST,1,1,74,20,NONE,False,0,0,0,1,47,SE
32297,-122.31473731,47.565318659,14TH AVE S AND S NEVADA ST,6,4,67.25,20,NONE,False,0,0,0,1,35,GRDWM
37389,-122.350057696,47.703618764,FREMONT AVE N AND N 103RD ST,3,4,73.75,20,NONE,True,0,0,0,1,50,NW
36925,-122.380768963,47.699721899,19TH AVE NW AND NW 97TH ST,0,3,52,20,NONE,False,0,0,0,1,50,BLRD
31580,-122.302385901,47.582943479,24TH AVE S AND S COLLEGE ST,3,3,66.333333333,23.333333333,NONE,False,2,1,0,1,50,GRDWM
28977,-122.320219628,47.626828156,10TH AVE E AND E ALOHA ST,26,4,29,23.75,CITY,False,2,0,0,2,45,E
33015,-122.334302657,47.560318434,S ALASKA ST AND DEAD END 2,0,1,36,20,NONE,False,0,0,0,1,27,GRDWM
34362,-122.290788713,47.533286223,32ND AVE S AND DEAD END 6,0,1,0,20,NONE,False,0,0,0,1,40,GRDWM
36132,-122.302892074,47.71990392,24TH AVE NE AND DEAD END 5,0,1,13,20,NONE,False,0,0,0,0,0,N
25419,-122.366177952,47.668653386,8TH AVE NW AND NW MARKET ST,31,4,80.25,25,CITY,False,1,0,0,0,0,BLRD
34798,-122.390181622,47.524163798,45TH AVE SW AND SW CONCORD ST,4,4,69.75,20,NONE,False,0,0,0,1,50,SW
28750,-122.342894554,47.632299835,GALER ST AND DEAD END 5,1,1,20,20,NONE,False,0,0,0,0,0,MGNL-QA
24911,-122.288427429,47.684855404,37TH AVE NE AND NE 77TH ST,4,4,88,20,NONE,False,0,0,0,1,47,NE
30597,-122.296207669,47.600281122,28TH AVE S AND S MAIN W ST,0,1,34,20,NONE,False,0,0,0,1,47,CNTRL
33020,-122.335506395,47.557412010,UTAH AVE S AND S HUDSON ST,0,3,24.666666667,23.333333333,NONE,False,3,1,0,1,55,GRDWM
33037,-122.335312194,47.552718402,UTAH AVE S AND S FINDLAY ST,0,2,31.5,20,NONE,False,0,0,0,1,65,GRDWM
27420,-122.281392937,47.658414783,43RD AVE NE AND NE 41ST ST,6,4,59,22.5,NONE,False,3,2,0,0,0,NE
37476,-122.320446726,47.703122105,8TH AVE NE AND NE 103RD ST,1,4,69,20,NONE,False,0,4,0,1,55,N
33542,-122.277371303,47.547424671,GOODELL PL S AND S SPENCER ST,0,2,33,20,NONE,False,0,0,0,0,0,SE
31275,-122.322314568,47.589919892,AIRPORT WAY S AND S ATLANTIC ST,3,3,52.333333333,26.666666667,NONE,False,1,1,0,1,50,GRDWM
32133,-122.370764736,47.567608918,30TH AVE SW AND SW AVALON WAY,16,3,38.666666667,23.333333333,NONE,False,2,3,0,1,40,SW
27057,-122.35065255,47.652730662,N 38TH ST AND DEAD END 1,0,1,51,20,NONE,False,0,0,0,0,0,LKUN
26183,-122.283550312,47.674822243,41ST AVE NE AND DEAD END 1,0,1,0,20,NONE,False,0,0,0,1,47,NE
26667,-122.365054496,47.659295119,7TH AVE NW AND LEARY WAY NW,2,3,74.666666667,23.333333333,NONE,False,1,0,0,2,72.5,LKUN-BLRD
34236,-122.329620738,47.543890354,4TH AVE S AND EAST MARGINAL WAY S,21,4,76.25,27.5,CITY,False,1,0,0,1,65,GRDWM
25693,-122.344550815,47.662124213,WOODLAND PARK AVE N AND N 46TH ST,18,3,37.666666667,21.666666667,NONE,False,2,3,0,0,0,LKUN
24764,-122.309935703,47.683046563,17TH AVE NE AND NE 75TH W ST,0,1,72,20,NONE,False,1,1,0,1,60,NE
32493,-122.291897504,47.562831304,RENTON AVE S AND S OREGON E ST,8,2,50,20,NONE,True,0,0,0,1,999,SE
491811,-122.322412406,47.661199034,I5 SB AND 50TH ST ON RP,0,2,0,60,NONE,False,5,0,0,1,35,LKUN
158951,-122.261649688,47.682117467,63RD AVE NE AND NE 74TH ST,1,2,0,20,NONE,False,0,0,0,0,0,NE
38476,-122.309473229,47.589395184,18TH AVE S AND DEAD END 1,0,1,9,20,NONE,False,0,0,0,0,0,GRDWM
567275,-122.403919423,47.658326129,DISCOVERY PARK BLVD AND TEXAS WAY,1,2,0,20,NONE,False,0,0,0,1,35,MGNL-QA
24153,-122.367282464,47.683263144,DIBBLE AVE NW AND NW 75TH ST,0,4,67.25,20,NONE,True,0,0,0,1,45,BLRD
30138,-122.311465998,47.614109401,16TH AVE AND E PIKE ST,4,4,33.75,20,NONE,False,0,0,2,1,35,CNTRL
24751,-122.30946402,47.683941524,17TH AVE NE AND NE 76TH ST,0,3,80.333333333,20,NONE,False,0,0,0,1,47,NE
25746,-122.316286588,47.669431262,11TH AVE NE AND NE 56TH ST,13,4,60,22.5,NONE,False,1,2,0,1,60,NE
25372,-122.357305318,47.662372588,N 46TH ST AND DEAD END 1,0,1,66,20,NONE,False,0,0,0,0,0,LKUN
33653,-122.288877541,47.547038694,35TH AVE S AND DEAD END 8,0,1,69,20,NONE,False,0,0,0,0,0,GRDWM
27809,-122.362265542,47.640227269,4TH AVE W AND W MCGRAW PL,0,4,80.75,22.5,NONE,False,2,2,0,1,35,MGNL-QA
24304,-122.355298224,47.684747789,GREENWOOD AVE N AND N 77TH ST,10,4,79.25,22.5,NONE,False,2,2,0,2,45,NW
24156,-122.370391708,47.683254973,11TH AVE NW AND NW 75TH ST,4,4,75.5,20,NONE,False,0,0,0,1,80,BLRD
37128,-122.366047815,47.700144983,8TH AVE NW AND NW 97TH ST,3,3,81.333333333,23.333333333,NONE,False,3,1,0,1,50,BLRD
36569,-122.326050192,47.712247164,3RD AVE NE AND NE 115TH ST,0,3,85.333333333,20,NONE,False,0,0,0,1,50,N-NW
34231,-122.3297373,47.542329574,FOX AVE S AND DEAD END,0,1,9,20,NONE,False,0,0,0,0,0,GRDWM
33704,-122.26798542,47.553039628,52ND TER S AND WILSON AVE S,0,3,19.333333333,23.333333333,NONE,False,2,1,0,1,40,SE
24974,-122.288050239,47.675784682,37TH AVE NE AND NE 65TH W ST,0,1,86,20,NONE,False,2,1,0,1,60,NE
25455,-122.37076646,47.663657863,11TH AVE NW AND NW LEARY WAY,30,4,75.75,22.5,CITY,False,1,0,0,2,44,BLRD
36565,-122.331404755,47.713142201,CORLISS AVE N AND N 116TH ST,0,3,77,20,NONE,False,0,0,0,1,50,NW
28185,-122.319587311,47.646919669,10TH AVE E AND E SHELBY ST,0,3,23.666666667,20,NONE,False,0,0,0,1,50,NE
30671,-122.295469329,47.592173805,29TH AVE S AND S JUDKINS ST,1,4,55.75,20,NONE,True,0,0,0,1,45,CNTRL
33101,-122.321519682,47.553354088,8TH AVE S AND S LUCILE ST,3,4,45.5,22.5,NONE,False,2,1,0,1,40,GRDWM
31756,-122.40671387,47.564971418,CHILBERG AVE SW AND SW GENESEE ST,0,2,24,20,NONE,False,0,0,0,0,0,SW
26616,-122.360794242,47.660211007,3RD AVE NW AND NW 44TH S ST,0,2,35,25,NONE,False,3,0,0,1,95,LKUN
32583,-122.274502121,47.565279741,47TH AVE S AND S ADAMS ST,3,4,80.5,20,NONE,False,0,0,0,1,50,SE
34787,-122.39159459,47.527063879,46TH AVE SW AND FAUNTLEROY PL SW,1,3,58,20,NONE,False,0,1,0,1,50,SW
31652,-122.303325496,47.576706618,23RD AVE S AND S STEVENS ST,1,4,28,22.5,NONE,False,2,2,0,1,50,GRDWM
32912,-122.391203552,47.548546271,46TH AVE SW AND SW RAYMOND ST,0,4,10.25,20,NONE,False,0,0,0,1,50,SW
28416,-122.312343405,47.640298953,15TH AVE E AND BOYER AVE E,1,4,49.5,22.5,NONE,False,3,3,0,1,65,NE
32404,-122.300653421,47.574040832,25TH AVE S AND S HORTON ST,1,4,74.75,20,NONE,False,0,0,0,1,45,GRDWM
36791,-122.279836867,47.704865330,ALTON PL NE AND NE 105TH ST,0,2,81.5,20,NONE,False,0,0,0,1,40,N
28218,-122.317949586,47.641354555,11TH AVE E AND E MILLER N ST,1,2,0,20,NONE,False,0,0,0,1,40,E
26940,-122.348640003,47.660048144,LINDEN AVE N AND N 44TH ST,3,3,75.333333333,20,NONE,False,0,0,0,1,45,LKUN
24023,-122.392967525,47.678045788,28TH AVE NW AND NW 68TH ST,1,3,23,20,NONE,False,0,0,0,1,50,BLRD
31605,-122.309796886,47.579580945,18TH AVE S AND S LANDER W ST,0,1,78,20,NONE,False,0,0,0,1,50,GRDWM
25004,-122.265888398,47.68014636,58TH AVE NE AND NE 71ST ST,0,3,68,20,NONE,False,0,0,0,1,19,NE
37622,-122.295332862,47.701139574,31ST AVE NE AND NE 100TH ST,0,3,56.333333333,20,NONE,False,0,0,0,1,40,N
29670,-122.347104987,47.617243281,4TH AVE AND VINE ST,21,4,65.75,22.5,CITY,False,1,0,0,0,0,DWNTN
29577,-122.336483966,47.611672010,5TH AVE AND PINE ST,50,4,82,25,CITY,False,1,0,0,0,0,DWNTN
32573,-122.275767054,47.566454550,46TH AVE S AND S DAKOTA ST,0,3,45.666666667,20,NONE,False,0,0,0,1,35,SE
35895,-122.314034758,47.721232624,14TH AVE NE AND NE 127TH ST,2,3,79.333333333,20,NONE,False,0,0,0,1,50,N-NW
36048,-122.300514044,47.72473862,26TH AVE NE AND NE 133RD ST,0,3,94.333333333,20,NONE,False,0,0,0,1,50,N
