,UNITDESC,STNAME_ORD,XSTRLO,XSTRHI,ARTCLASS,SPEEDLIMIT,SURFACETYPE_1,PVMTCONDINDX1,PVMTCONDINDX2,TRANCLASS,SLOPE_PCT,SHAPE_Length
145,2ND AVE S BETWEEN S ORCAS ST AND S MEAD ST,2ND AVE S,S ORCAS ST,S MEAD ST,0.0,20.0,AC,69.0,0.0,0,0.0,291.249188583223
146,2ND AVE W BETWEEN W HARRISON ST AND W REPUBLICAN ST,2ND AVE W,W HARRISON ST,W REPUBLICAN ST,0.0,20.0,PCC,52.0,0.0,0,8.0,426.028551698093
147,2ND AV SW OFF RP BETWEEN SR509 SB AND 2ND AV SW TURN RD,2ND AV SW OFF RP,SR509 SB,2ND AV SW TURN RD,1.0,40.0,unknown,0.0,0.0,1,1.0,157.113125293908
148,20TH AVE BETWEEN E SPRUCE ST AND E ALDER ST,20TH AVE,E SPRUCE ST,E ALDER ST,0.0,20.0,AC,16.0,0.0,0,1.0,299.044952704215
149,20TH AVE BETWEEN E MADISON ST AND E DENNY WAY,20TH AVE,E MADISON ST,E DENNY WAY,0.0,20.0,AC,75.0,0.0,0,2.0,452.104398850692
150,20TH AVE E BETWEEN E PROSPECT ST AND E HIGHLAND DR,20TH AVE E,E PROSPECT ST,E HIGHLAND DR,0.0,20.0,AC,11.0,0.0,0,1.0,710.331329408935
151,20TH AVE NE BETWEEN NE 55TH ST AND NE RAVENNA EB BV,20TH AVE NE,NE 55TH ST,NE RAVENNA EB BV,3.0,25.0,AC/PCC,89.0,0.0,3,4.0,235.178028137427
152,20TH AVE NE BETWEEN NE 97TH ST AND NE 98TH ST,20TH AVE NE,NE 97TH ST,NE 98TH ST,0.0,20.0,ST,75.0,0.0,0,1.0,331.023148247475
153,20TH AVE NE BETWEEN NE 107TH ST AND NE NORTHGATE WAY,20TH AVE NE,NE 107TH ST,NE NORTHGATE WAY,0.0,20.0,ST,94.0,0.0,0,2.0,667.199840188769
154,20TH AVE NE BETWEEN NE 130TH ST AND NE 133RD ST,20TH AVE NE,NE 130TH ST,NE 133RD ST,0.0,20.0,AC,31.0,0.0,0,1.0,660.283773432621
155,20TH AVE NW BETWEEN NW 65TH ST AND NW 67TH ST,20TH AVE NW,NW 65TH ST,NW 67TH ST,0.0,20.0,PCC,84.0,0.0,0,4.0,628.51154749543
156,20TH AVE NW BETWEEN NW 77TH ST AND NW 80TH ST,20TH AVE NW,NW 77TH ST,NW 80TH ST,0.0,20.0,PCC,94.0,0.0,0,3.0,666.500428496008
157,20TH AVE S BETWEEN S GRAND W ST AND S HOLGATE ST,20TH AVE S,S GRAND W ST,S HOLGATE ST,0.0,20.0,ST,45.0,0.0,0,2.0,220.116147834733
158,20TH AVE S BETWEEN S STEVENS ST AND S HANFORD ST,20TH AVE S,S STEVENS ST,S HANFORD ST,0.0,20.0,AC,16.0,0.0,0,3.0,704.287367907328
159,20TH AVE S BETWEEN S DAWSON ST AND S BRANDON ST,20TH AVE S,S DAWSON ST,S BRANDON ST,0.0,20.0,PCC,99.0,0.0,0,2.0,390.563109813282
160,20TH AVE SW BETWEEN SW CLOVERDALE ST AND SW TRENTON ST,20TH AVE SW,SW CLOVERDALE ST,SW TRENTON ST,0.0,20.0,PCC,95.0,0.0,0,2.0,654.349785638865
161,21ST AVE BETWEEN E CHERRY ST AND E COLUMBIA ST,21ST AVE,E CHERRY ST,E COLUMBIA ST,0.0,20.0,AC/PCC,0.0,0.0,0,4.0,368.442467487459
162,21ST AVE BETWEEN E UNION ST AND E PINE ST,21ST AVE,E UNION ST,E PINE ST,0.0,20.0,AC/PCC,0.0,0.0,0,0.0,863.955270366317
163,21ST AVE NE BETWEEN NE 54TH ST AND NE 55TH ST,21ST AVE NE,NE 54TH ST,NE 55TH ST,0.0,20.0,PCC,52.0,0.0,0,0.0,259.925287737236
164,21ST AVE NE BETWEEN NE 61ST ST AND NE 62ND ST,21ST AVE NE,NE 61ST ST,NE 62ND ST,0.0,20.0,PCC,54.0,0.0,0,4.0,266.569469589349
165,21ST AVE NW BETWEEN NW 65TH ST AND NW 67TH ST,21ST AVE NW,NW 65TH ST,NW 67TH ST,0.0,20.0,PCC,75.0,0.0,0,4.0,630.389042002224
166,21ST AVE NW BETWEEN NW 86TH ST AND NW 90TH ST,21ST AVE NW,NW 86TH ST,NW 90TH ST,0.0,20.0,AC,0.0,0.0,0,0.0,1323.18660142452
167,21ST AVE S BETWEEN S HILL ST AND S WALKER ST,21ST AVE S,S HILL ST,S WALKER ST,0.0,20.0,ST,76.0,0.0,0,6.0,309.909201319242
168,21ST AVE S BETWEEN S LANDER S ST AND S MCCLELLAN N ST,21ST AVE S,S LANDER S ST,S MCCLELLAN N ST,0.0,20.0,PCC,49.0,0.0,0,3.0,159.809792940957
169,21ST AVE S BETWEEN S FOREST N ST AND S FOREST S ST,21ST AVE S,S FOREST N ST,S FOREST S ST,0.0,20.0,PCC,0.0,0.0,0,3.0,118.129188173174
170,21ST AVE SW BETWEEN 21ST AVE SW TURN RD AND DELRIDGE N WAY SW,21ST AVE SW,21ST AVE SW TURN RD,DELRIDGE N WAY SW,0.0,20.0,AC/PCC,0.0,0.0,0,1.0,280.286295286356
171,22ND AVE BETWEEN E PINE ST AND E OLIVE ST,22ND AVE,E PINE ST,E OLIVE ST,0.0,20.0,AC,27.0,0.0,0,1.0,666.096741297401
172,22ND AVE E BETWEEN E THOMAS ST AND E REPUBLICAN ST,22ND AVE E,E THOMAS ST,E REPUBLICAN ST,0.0,20.0,AC/PCC,0.0,0.0,0,2.0,659.532998244431
173,22ND AVE E BETWEEN E MILLER ST AND E LOUISA ST,22ND AVE E,E MILLER ST,E LOUISA ST,0.0,20.0,PCC,56.0,0.0,0,3.0,266.024092054257
174,22ND AVE NE BETWEEN NE 45TH NR ST AND NE 46TH ST,22ND AVE NE,NE 45TH NR ST,NE 46TH ST,3.0,25.0,AC/PCC,92.0,95.0,0,4.0,188.558127068022
175,22ND AVE NE BETWEEN NE 140TH N ST AND NE 143RD ST,22ND AVE NE,NE 140TH N ST,NE 143RD ST,0.0,20.0,ST,91.0,0.0,0,2.0,367.501360930387
176,22ND AVE NW BETWEEN NW 56TH ST AND NW 57TH ST,22ND AVE NW,NW 56TH ST,NW 57TH ST,0.0,20.0,PCC,43.0,0.0,0,3.0,265.909483897154
177,22ND AVE NW BETWEEN NW 93RD ST AND NW 94TH ST,22ND AVE NW,NW 93RD ST,NW 94TH ST,0.0,20.0,AC,55.0,0.0,0,0.0,497.786254925412
178,22ND AVE S BETWEEN S HILL ST AND S WALKER ST,22ND AVE S,S HILL ST,S WALKER ST,0.0,20.0,ST,29.0,0.0,0,6.0,309.909244558227
179,22ND AVE S BETWEEN S WINTHROP ST AND S HANFORD ST,22ND AVE S,S WINTHROP ST,S HANFORD ST,0.0,20.0,PCC,68.0,0.0,0,3.0,291.479642160239
180,22ND AVE W BETWEEN W RUFFNER ST AND W EMERSON ST,22ND AVE W,W RUFFNER ST,W EMERSON ST,3.0,25.0,AC/PCC,48.0,0.0,3,1.0,666.199198189631
181,22ND WR AVE NE BETWEEN 22ND N AVE NE AND NE 54TH ST,22ND AVE NE,22ND N AVE NE,NE 54TH ST,0.0,20.0,PCC,0.0,0.0,0,7.0,153.396697549637
182,23RD AVE BETWEEN E SPRUCE ST AND E ALDER ST,23RD AVE,E SPRUCE ST,E ALDER ST,1.0,25.0,PCC,98.0,100.0,2,1.0,299.010353103956
183,23RD AVE E BETWEEN E ROY ST AND E VALLEY ST,23RD AVE E,E ROY ST,E VALLEY ST,1.0,25.0,PCC,95.0,24.0,2,0.0,272.066378316271
184,23RD AVE NE BETWEEN NE 70TH ST AND NE 73RD ST,23RD AVE NE,NE 70TH ST,NE 73RD ST,0.0,20.0,PCC,84.0,0.0,0,2.0,663.558624834502
185,23RD AVE NE BETWEEN NE 108TH ST AND NE NORTHGATE WAY,23RD AVE NE,NE 108TH ST,NE NORTHGATE WAY,0.0,20.0,ST,80.0,0.0,0,1.0,453.548023925196
186,23RD AVE NE BETWEEN NE 123RD ST AND NE 125TH ST,23RD AVE NE,NE 123RD ST,NE 125TH ST,0.0,20.0,ST,89.0,0.0,0,11.0,661.108627764174
187,23RD AVE NW BETWEEN NW 83RD ST AND NW 85TH ST,23RD AVE NW,NW 83RD ST,NW 85TH ST,0.0,20.0,PCC,87.0,0.0,0,1.0,686.653147083148
188,23RD AVE S BETWEEN S NORMAN ST AND S JUDKINS ST,23RD AVE S,S NORMAN ST,S JUDKINS ST,1.0,25.0,PCC,79.0,0.0,3,6.0,434.837152835298
189,23RD AVE S BETWEEN S GRAND ST AND S HOLGATE ST,23RD AVE S,S GRAND ST,S HOLGATE ST,1.0,25.0,AC/PCC,51.0,0.0,3,4.0,223.986246682347
190,23RD AVE S BETWEEN S BRANDON ST AND S LUCILE ST,23RD AVE S,S BRANDON ST,S LUCILE ST,0.0,20.0,PCC,47.0,0.0,0,2.0,190.622041419662
191,23RD AVE SW BETWEEN SW FINDLAY ST AND SW JUNEAU ST,23RD AVE SW,SW FINDLAY ST,SW JUNEAU ST,0.0,20.0,ST,0.0,0.0,0,1.0,660.02246463597
192,23RD AVE W BETWEEN W RAYE ST AND W ARMOUR ST,23RD AVE W,W RAYE ST,W ARMOUR ST,0.0,20.0,PCC,43.0,0.0,0,1.0,665.811290897989
193,23RD AVE W BETWEEN W JAMESON ST AND W COMMODORE WAY,23RD AVE W,W JAMESON ST,W COMMODORE WAY,0.0,20.0,PCC,0.0,0.0,0,3.0,312.094737407766
194,24TH AVE BETWEEN E YESLER WAY AND E FIR ST,24TH AVE,E YESLER WAY,E FIR ST,0.0,20.0,AC/PCC,0.0,0.0,0,1.0,365.406093644407
195,24TH AVE E BETWEEN E MADISON ST AND E THOMAS ST,24TH AVE E,E MADISON ST,E THOMAS ST,0.0,20.0,AC,3.0,0.0,0,1.0,439.849194281068
196,24TH AVE SW BETWEEN SW THISTLE ST AND SW CLOVERDALE ST,24TH AVE SW,SW THISTLE ST,SW CLOVERDALE ST,0.0,20.0,ST,9.0,0.0,5,1.0,655.700353936793
197,24TH AVE E BETWEEN EAST MONTLAKE PL E AND E ROANOKE ST,24TH AVE E,EAST MONTLAKE PL E,E ROANOKE ST,0.0,20.0,PCC,80.0,0.0,0,1.0,257.786212456038
198,24TH AVE NE BETWEEN NE 75TH ST AND NE 77TH ST,24TH AVE NE,NE 75TH ST,NE 77TH ST,0.0,20.0,PCC,71.0,0.0,0,1.0,661.710545958541
199,24TH AVE NE BETWEEN NE 140TH ST AND NE 143RD ST,24TH AVE NE,NE 140TH ST,NE 143RD ST,0.0,20.0,ST,85.0,0.0,0,3.0,934.293154225588
200,24TH AVE NW BETWEEN NW 67TH ST AND NW 70TH ST,24TH AVE NW,NW 67TH ST,NW 70TH ST,2.0,25.0,AC/PCC,57.0,0.0,3,7.0,659.390021398005
201,24TH AVE NW BETWEEN NW 75TH ST AND NW 77TH ST,24TH AVE NW,NW 75TH ST,NW 77TH ST,2.0,25.0,AC/PCC,22.0,0.0,3,2.0,652.036544853983
202,24TH AVE S BETWEEN S LANE N ST AND S LANE S ST,24TH AVE S,S LANE N ST,S LANE S ST,0.0,20.0,AC,58.0,0.0,0,2.0,112.549008703713
203,24TH AVE S BETWEEN S HOLGATE ST AND S PLUM ST,24TH AVE S,S HOLGATE ST,S PLUM ST,0.0,20.0,ST,73.0,0.0,0,5.0,302.768184865506
204,24TH AVE S BETWEEN S COLLEGE ST AND S BAYVIEW ST,24TH AVE S,S COLLEGE ST,S BAYVIEW ST,0.0,20.0,ST,87.0,0.0,0,2.0,757.291025106989
205,24TH AVE SW BETWEEN SW WEBSTER ST AND SW HOLDEN ST,24TH AVE SW,SW WEBSTER ST,SW HOLDEN ST,0.0,20.0,AC,14.0,0.0,0,4.0,664.043024207539
206,24TH AVE W BETWEEN W BERTONA ST AND 24 UPPER AVE W,24TH AVE W,W BERTONA ST,24 UPPER AVE W,0.0,20.0,PCC,80.0,0.0,0,2.0,116.966778991639
207,25TH AVE BETWEEN E CHERRY ST AND E COLUMBIA ST,25TH AVE,E CHERRY ST,E COLUMBIA ST,0.0,20.0,AC,12.0,0.0,0,2.0,378.343131529188
208,25TH AVE BETWEEN E PINE ST AND E OLIVE ST,25TH AVE,E PINE ST,E OLIVE ST,0.0,20.0,PCC,43.0,0.0,0,1.0,426.099082805291
209,25TH AVE E BETWEEN E DENNY WAY AND E JOHN ST,25TH AVE E,E DENNY WAY,E JOHN ST,0.0,20.0,PCC,52.0,0.0,0,0.0,465.956363949678
210,25TH AVE NE BETWEEN NE 54TH ST AND NE 55TH ST,25TH AVE NE,NE 54TH ST,NE 55TH ST,1.0,25.0,AC/PCC,40.0,0.0,3,5.0,199.674487654738
211,25TH AVE NE BETWEEN NE 70TH ST AND NE 74TH ST,25TH AVE NE,NE 70TH ST,NE 74TH ST,1.0,25.0,PCC,90.0,0.0,3,1.0,953.982654215896
212,25TH AVE NE BETWEEN RAVENNA N AVE NE AND NE 90TH ST,25TH AVE NE,RAVENNA N AVE NE,NE 90TH ST,0.0,20.0,ST,47.0,0.0,0,4.0,1437.89632059423
213,25TH AVE NW BETWEEN NW 85TH ST AND NW 87TH W ST,25TH AVE NW,NW 85TH ST,NW 87TH W ST,0.0,20.0,ST,92.0,0.0,0,2.0,653.977229881693
214,25TH AVE NW BETWEEN NW 92ND ST AND DEAD END 3,25TH AVE NW,NW 92ND ST,DEAD END 3,0.0,20.0,ST,85.0,43.0,0,15.0,239.612173014618
215,25TH AVE S BETWEEN DEAD END 4 AND S BRANDON E ST,25TH AVE S,DEAD END 4,S BRANDON E ST,0.0,20.0,ST,69.0,0.0,0,4.0,351.600889155673
216,25TH AVE SW BETWEEN SW BRANDON ST AND SW FINDLAY ST,25TH AVE SW,SW BRANDON ST,SW FINDLAY ST,0.0,20.0,ST,67.0,0.0,0,1.0,658.682616397533
217,25TH AVE W BETWEEN W MCGRAW ST AND W SMITH ST,25TH AVE W,W MCGRAW ST,W SMITH ST,0.0,20.0,PCC,64.0,0.0,0,3.0,419.891923325731
218,26TH AVE BETWEEN E FIR ST AND E ALDER ST,26TH AVE,E FIR ST,E ALDER ST,0.0,20.0,AC,14.0,0.0,0,1.0,596.084025258113
219,26TH AVE BETWEEN E CHERRY ST AND E COLUMBIA ST,26TH AVE,E CHERRY ST,E COLUMBIA ST,0.0,20.0,AC,21.0,0.0,0,4.0,368.574978330748
220,26TH AVE E BETWEEN E MADISON ST AND E MERCER ST,26TH AVE E,E MADISON ST,E MERCER ST,0.0,20.0,PCC,59.0,0.0,0,2.0,905.878292001601
221,26TH AVE E BETWEEN E GALER W ST AND E GARFIELD ST,26TH AVE E,E GALER W ST,E GARFIELD ST,0.0,20.0,AC/PCC,0.0,0.0,0,6.0,165.190308778764
222,26TH AVE NE BETWEEN NE 68TH ST AND NE 70TH ST,26TH AVE NE,NE 68TH ST,NE 70TH ST,0.0,20.0,PCC,80.0,0.0,0,2.0,662.675649181607
223,26TH AVE NE BETWEEN NE 138TH ST AND NE 140TH W ST,26TH AVE NE,NE 138TH ST,NE 140TH W ST,0.0,20.0,ST,92.0,0.0,0,3.0,572.331253213898
224,26TH AVE NW BETWEEN NW 77TH ST AND NW 80TH ST,26TH AVE NW,NW 77TH ST,NW 80TH ST,0.0,20.0,PCC,73.0,0.0,0,2.0,668.16027925249
225,26TH AVE S BETWEEN S JACKSON ST AND S KING ST,26TH AVE S,S JACKSON ST,S KING ST,0.0,20.0,AC,14.0,0.0,0,4.0,428.389329104899
226,26TH AVE S BETWEEN S ANGELINE ST AND S EDMUNDS ST,26TH AVE S,S ANGELINE ST,S EDMUNDS ST,0.0,20.0,PCC,92.0,0.0,0,14.0,113.806915931261
227,26TH AVE SW BETWEEN SW FINDLAY ST AND SW JUNEAU ST,26TH AVE SW,SW FINDLAY ST,SW JUNEAU ST,0.0,20.0,ST,74.0,0.0,0,2.0,659.999382775099
228,26TH AVE SW BETWEEN SW CLOVERDALE ST AND DEAD END 2,26TH AVE SW,SW CLOVERDALE ST,DEAD END 2,0.0,20.0,AC,9.0,0.0,0,2.0,375.45573055
229,26TH AVE SW BETWEEN SW CAMBRIDGE ST AND SW ROXBURY ST,26TH AVE SW,SW CAMBRIDGE ST,SW ROXBURY ST,3.0,25.0,PCC,50.0,0.0,3,1.0,667.438713144513
230,27TH AVE BETWEEN E CHERRY E ST AND E COLUMBIA ST,27TH AVE,E CHERRY E ST,E COLUMBIA ST,0.0,20.0,AC,15.0,0.0,0,5.0,368.607962951401
231,27TH AVE BETWEEN E SPRING ST AND E UNION ST,27TH AVE,E SPRING ST,E UNION ST,0.0,20.0,AC,15.0,0.0,0,2.0,503.228756718617
232,27TH AVE E BETWEEN E MERCER ST AND E ROY ST,27TH AVE E,E MERCER ST,E ROY ST,0.0,20.0,PCC,38.0,0.0,0,1.0,288.278763074049
233,27TH AVE NE BETWEEN NE 90TH ST AND NE 91ST ST,27TH AVE NE,NE 90TH ST,NE 91ST ST,0.0,20.0,ST,73.0,0.0,0,7.0,331.616875058082
234,27TH AVE NE BETWEEN NE 105TH PL AND NE 106TH PL,27TH AVE NE,NE 105TH PL,NE 106TH PL,0.0,20.0,ST,0.0,0.0,0,1.0,230.652791142211
235,27TH AVE NE BETWEEN NE 140TH ST AND NE 143RD ST,27TH AVE NE,NE 140TH ST,NE 143RD ST,0.0,20.0,ST,100.0,0.0,0,2.0,665.959916169423
236,27TH AVE S BETWEEN S WINTHROP ST AND S HANFORD ST,27TH AVE S,S WINTHROP ST,S HANFORD ST,0.0,20.0,ST,49.0,0.0,0,1.0,291.985856821311
237,27TH AVE SW BETWEEN SW ELMGROVE ST AND SW THISTLE ST,27TH AVE SW,SW ELMGROVE ST,SW THISTLE ST,0.0,20.0,PCC,62.0,0.0,0,1.0,657.233499483254
238,27TH AVE W BETWEEN GILMAN PL W AND W FORT ST,27TH AVE W,GILMAN PL W,W FORT ST,0.0,20.0,ST,0.0,0.0,0,4.0,268.353784182495
239,27TH PL W BETWEEN 26TH AVE W AND W MANOR PL,27TH PL W,26TH AVE W,W MANOR PL,0.0,20.0,PCC,28.0,0.0,0,3.0,508.285224855086
240,28TH AVE NE BETWEEN NE 62ND ST AND NE 65TH ST,28TH AVE NE,NE 62ND ST,NE 65TH ST,0.0,20.0,PCC,69.0,0.0,0,4.0,663.489606544705
241,28TH AVE NE BETWEEN NE 72ND S ST AND NE 72ND N ST,28TH AVE NE,NE 72ND S ST,NE 72ND N ST,0.0,20.0,AC,0.0,0.0,0,0.0,110.273553749336
242,28TH AVE NE BETWEEN DEAD END AND NE 140TH ST,28TH AVE NE,DEAD END,NE 140TH ST,0.0,20.0,ST,22.0,0.0,0,3.0,316.678936810531
243,28TH AVE NW BETWEEN NW 60TH ST AND NW 61ST ST,28TH AVE NW,NW 60TH ST,NW 61ST ST,0.0,20.0,PCC,34.0,0.0,0,4.0,267.712158290895
244,28TH AVE NW BETWEEN NW 64TH ST AND NW 65TH ST,28TH AVE NW,NW 64TH ST,NW 65TH ST,0.0,20.0,PCC,34.0,0.0,0,5.0,255.545259767991
245,28TH AVE S BETWEEN S JACKSON ST AND S KING ST,28TH AVE S,S JACKSON ST,S KING ST,0.0,20.0,AC,7.0,0.0,0,4.0,429.313374227172
246,28TH AVE S BETWEEN S DAWSON S ST AND S BRANDON ST,28TH AVE S,S DAWSON S ST,S BRANDON ST,0.0,20.0,ST,80.0,0.0,0,8.0,669.772926141483
247,28TH AVE S BETWEEN S WARSAW ST AND S HOLLY ST,28TH AVE S,S WARSAW ST,S HOLLY ST,0.0,20.0,ST,84.0,0.0,0,4.0,333.012987091409
248,28TH AVE SW BETWEEN SW OTHELLO ST AND SW WEBSTER ST,28TH AVE SW,SW OTHELLO ST,SW WEBSTER ST,0.0,20.0,PCC,0.0,0.0,0,1.0,671.074914630181
249,28TH AVE SW BETWEEN SW KENYON ST AND SW ELMGROVE ST,28TH AVE SW,SW KENYON ST,SW ELMGROVE ST,0.0,20.0,PCC,83.0,0.0,0,4.0,658.833542861265
250,28TH AVE W BETWEEN W MCGRAW N ST AND W SMITH ST,28TH AVE W,W MCGRAW N ST,W SMITH ST,3.0,25.0,PCC,70.0,0.0,3,1.0,419.866951458732
251,28TH AVE W BETWEEN W RAYE S ST AND W RAYE N ST,28TH AVE W,W RAYE S ST,W RAYE N ST,3.0,25.0,PCC,72.0,0.0,3,2.0,95.5059074337397
252,29TH AVE BETWEEN E JEFFERSON ST AND E CHERRY ST,29TH AVE,E JEFFERSON ST,E CHERRY ST,0.0,20.0,AC,12.0,0.0,0,5.0,665.457370104718
253,29TH AVE E BETWEEN E DENNY WAY AND E JOHN ST,29TH AVE E,E DENNY WAY,E JOHN ST,0.0,20.0,PCC,61.0,0.0,0,1.0,465.778081265453
254,29TH AVE NE BETWEEN NE 60TH ST AND NE 62ND ST,29TH AVE NE,NE 60TH ST,NE 62ND ST,0.0,20.0,PCC,77.0,0.0,0,4.0,672.137601444044
255,29TH AVE S BETWEEN S MAIN ST AND S JACKSON ST,29TH AVE S,S MAIN ST,S JACKSON ST,0.0,20.0,AC,23.0,0.0,0,4.0,389.849167988721
256,29TH AVE S BETWEEN S GRAND ST AND S HOLGATE ST,29TH AVE S,S GRAND ST,S HOLGATE ST,0.0,20.0,PCC,54.0,0.0,0,1.0,207.790476250346
257,29TH AVE S BETWEEN MOUNT VIEW DR S AND S EDMUNDS S ST,29TH AVE S,MOUNT VIEW DR S,S EDMUNDS S ST,0.0,20.0,ST,0.0,0.0,0,9.0,304.172398632094
258,29TH AVE SW BETWEEN SW KENYON ST AND SW ELMGROVE ST,29TH AVE SW,SW KENYON ST,SW ELMGROVE ST,0.0,20.0,PCC,75.0,0.0,0,3.0,658.760587837253
259,29TH AVE SW BETWEEN SW TRENTON ST AND SW HENDERSON ST,29TH AVE SW,SW TRENTON ST,SW HENDERSON ST,0.0,20.0,PCC,82.0,0.0,0,3.0,661.83292884632
260,29TH AVE W BETWEEN W BERTONA ST AND W GROVER ST,29TH AVE W,W BERTONA ST,W GROVER ST,0.0,20.0,PCC,95.0,0.0,0,4.0,330.634989280079
261,3RD AVE BETWEEN MARION ST AND MADISON ST,3RD AVE,MARION ST,MADISON ST,2.0,25.0,PCC,77.0,0.0,1,3.0,305.999401768738
262,3RD AVE BETWEEN VIRGINIA ST AND LENORA ST,3RD AVE,VIRGINIA ST,LENORA ST,2.0,25.0,PCC,100.0,0.0,1,1.0,426.028467811188
263,3RD AVE N BETWEEN NEWELL ST AND FULTON ST,3RD AVE N,NEWELL ST,FULTON ST,0.0,20.0,PCC,28.0,0.0,0,10.0,457.311610887131
264,3RD AVE NE BETWEEN NE 95TH ST AND DEAD END 1,3RD AVE NE,NE 95TH ST,DEAD END 1,0.0,20.0,ST,88.0,0.0,0,8.0,289.888946540924
265,3RD AVE NE BETWEEN ROOSEVELT WAY NE AND NE 133RD ST,3RD AVE NE,ROOSEVELT WAY NE,NE 133RD ST,0.0,20.0,ST,88.0,0.0,0,0.0,56.0931982613483
266,3RD AVE NW BETWEEN NW 41ST S ST AND NW 41ST N ST,3RD AVE NW,NW 41ST S ST,NW 41ST N ST,3.0,25.0,PCC,39.0,0.0,0,5.0,220.744740480931
267,3RD AVE NW BETWEEN NW 44TH N ST AND NW 45TH ST,3RD AVE NW,NW 44TH N ST,NW 45TH ST,3.0,25.0,PCC,35.0,0.0,0,3.0,359.005900260643
268,3RD AVE NW BETWEEN NW 76TH ST AND NW 77TH ST,3RD AVE NW,NW 76TH ST,NW 77TH ST,3.0,25.0,PCC,81.0,0.0,0,0.0,266.769697288804
269,3RD AVE NW BETWEEN NW 82ND ST AND NW 83RD ST,3RD AVE NW,NW 82ND ST,NW 83RD ST,3.0,25.0,PCC,46.0,0.0,0,2.0,263.999574317801
270,3RD AVE NW BETWEEN NW 95TH ST AND NW 97TH ST,3RD AVE NW,NW 95TH ST,NW 97TH ST,2.0,25.0,ST,36.0,88.0,0,1.0,663.066800106282
271,3RD AVE NW BETWEEN NW 107TH ST AND NW 110TH ST,3RD AVE NW,NW 107TH ST,NW 110TH ST,2.0,25.0,AC/PCC,30.0,0.0,3,2.0,660.417572680572
272,3RD AVE S BETWEEN DENVER AVE S AND S HUDSON ST,3RD AVE S,DENVER AVE S,S HUDSON ST,0.0,20.0,PCC,72.0,0.0,0,0.0,452.499197317319
273,3RD AVE S BETWEEN S BENNETT ST AND S BRANDON ST,3RD AVE S,S BENNETT ST,S BRANDON ST,0.0,20.0,AC,33.0,0.0,0,1.0,276.2969392262
274,3RD AVE W BETWEEN W COMSTOCK ST AND W LEE ST,3RD AVE W,W COMSTOCK ST,W LEE ST,0.0,20.0,AC,71.0,0.0,0,3.0,316.523227187731
275,3RD AVE W BETWEEN W BOSTON ST AND W MCGRAW ST,3RD AVE W,W BOSTON ST,W MCGRAW ST,0.0,20.0,AC,66.0,0.0,0,9.0,442.776950406808
276,3RD AVE W BETWEEN W DRAVUS S ST AND W DRAVUS N ST,3RD AVE W,W DRAVUS S ST,W DRAVUS N ST,2.0,25.0,AC/PCC,40.0,0.0,3,7.0,173.597034829603
277,30TH AVE BETWEEN E ARLINGTON PL AND E COLUMBIA S ST,30TH AVE,E ARLINGTON PL,E COLUMBIA S ST,0.0,20.0,AC,21.0,0.0,0,0.0,191.70911271712
278,30TH AVE BETWEEN E PINE ST AND E OLIVE ST,30TH AVE,E PINE ST,E OLIVE ST,0.0,20.0,PCC,60.0,0.0,0,13.0,426.008860458324
279,30TH AVE NE BETWEEN NE 53RD ST AND NE 54TH ST,30TH AVE NE,NE 53RD ST,NE 54TH ST,0.0,20.0,ST,68.0,0.0,0,6.0,272.828139426326
280,30TH AVE NE BETWEEN NE 90TH ST AND NE 91ST ST,30TH AVE NE,NE 90TH ST,NE 91ST ST,0.0,20.0,ST,58.0,0.0,0,1.0,331.346210635749
281,30TH AVE NE BETWEEN NE 94TH ST AND NE 95TH ST,30TH AVE NE,NE 94TH ST,NE 95TH ST,0.0,20.0,ST,58.0,0.0,0,3.0,331.398706656453
282,30TH AVE NW BETWEEN NW MARKET ST AND NW 56TH ST,30TH AVE NW,NW MARKET ST,NW 56TH ST,0.0,20.0,AC,31.0,0.0,0,13.0,301.646255014066
283,30TH AVE NW BETWEEN NW 70TH ST AND NW 71ST ST,30TH AVE NW,NW 70TH ST,NW 71ST ST,0.0,20.0,PCC,74.0,0.0,0,4.0,273.264132619248
284,30TH AVE NW BETWEEN NW 83RD ST AND NW 85TH ST,30TH AVE NW,NW 83RD ST,NW 85TH ST,0.0,20.0,PCC,81.0,0.0,0,1.0,697.633505031406
285,30TH AVE S BETWEEN S DEARBORN E ST AND S CHARLES ST,30TH AVE S,S DEARBORN E ST,S CHARLES ST,0.0,20.0,PCC,32.0,0.0,0,4.0,480.657039707225
286,30TH AVE S BETWEEN S PLUM S ST AND S HILL ST,30TH AVE S,S PLUM S ST,S HILL ST,0.0,20.0,PCC,69.0,0.0,0,8.0,252.37952658844
287,30TH AVE S BETWEEN S MORGAN ST AND S HOLLY ST,30TH AVE S,S MORGAN ST,S HOLLY ST,0.0,20.0,AC,87.0,0.0,0,3.0,627.40278991361
288,30TH AVE SW BETWEEN SW NEVADA ST AND SW GENESEE ST,30TH AVE SW,SW NEVADA ST,SW GENESEE ST,0.0,20.0,PCC,0.0,0.0,0,5.0,264.001549215554
289,30TH AVE SW BETWEEN SW BARTON ST AND SW CAMBRIDGE N ST,30TH AVE SW,SW BARTON ST,SW CAMBRIDGE N ST,0.0,20.0,PCC,49.0,0.0,0,2.0,660.355813175567
